# OECD Entrepreneurship Financing DB, 'Venture capital investments
# (market statistics)', dataflow DSD_VC@DF_VC_INV. Total stage only,
# % of GDP and absolute US$ (millions). Accessed 2026-06-24.
country,stage,unit,year,value
Estonia,Later stage venture,"US dollars, exchange rate converted",2009,0.5559563305753591
Estonia,Later stage venture,"US dollars, exchange rate converted",2010,0.4399710345334457
Estonia,Later stage venture,"US dollars, exchange rate converted",2012,1.4518111999962175
Estonia,Later stage venture,"US dollars, exchange rate converted",2015,2.8194386925446793
Estonia,Later stage venture,"US dollars, exchange rate converted",2016,1.748906911042536
Estonia,Later stage venture,"US dollars, exchange rate converted",2017,2.2835827129001944
Estonia,Later stage venture,"US dollars, exchange rate converted",2019,12.764729692917172
Estonia,Later stage venture,"US dollars, exchange rate converted",2020,10.056831109401369
Estonia,Later stage venture,"US dollars, exchange rate converted",2021,76.73287954426272
Estonia,Later stage venture,"US dollars, exchange rate converted",2022,51.74538863418275
Finland,Later stage venture,"US dollars, exchange rate converted",2007,92.93404821122466
Finland,Later stage venture,"US dollars, exchange rate converted",2009,46.602010132536414
Finland,Later stage venture,"US dollars, exchange rate converted",2012,17.677921261263677
Finland,Later stage venture,"US dollars, exchange rate converted",2013,60.92712308169286
Finland,Later stage venture,"US dollars, exchange rate converted",2014,49.442096097900944
Finland,Later stage venture,"US dollars, exchange rate converted",2015,41.1889686636057
Finland,Later stage venture,"US dollars, exchange rate converted",2017,51.87571640849818
Finland,Later stage venture,"US dollars, exchange rate converted",2018,119.18502282318585
Finland,Later stage venture,"US dollars, exchange rate converted",2020,321.38352158248074
France,Later stage venture,"US dollars, exchange rate converted",2019,1032.7294492299616
Germany,Later stage venture,"US dollars, exchange rate converted",2010,393.15986410290566
Germany,Later stage venture,"US dollars, exchange rate converted",2014,342.70568048334053
Germany,Later stage venture,"US dollars, exchange rate converted",2020,595.7308821500334
Greece,Later stage venture,"US dollars, exchange rate converted",2014,6.619919381258733
Greece,Later stage venture,"US dollars, exchange rate converted",2015,26.606474260709923
Greece,Later stage venture,"US dollars, exchange rate converted",2016,1.5496643515566777
Greece,Later stage venture,"US dollars, exchange rate converted",2018,21.445437061637808
Greece,Later stage venture,"US dollars, exchange rate converted",2020,2.7983804572987703
Hungary,Later stage venture,"US dollars, exchange rate converted",2007,12.447133809638409
Hungary,Later stage venture,"US dollars, exchange rate converted",2008,5.887301773784042
Hungary,Later stage venture,"US dollars, exchange rate converted",2011,11.99833410795643
Hungary,Later stage venture,"US dollars, exchange rate converted",2012,15.470371668292438
Hungary,Later stage venture,"US dollars, exchange rate converted",2013,18.706516087121994
Hungary,Later stage venture,"US dollars, exchange rate converted",2014,12.653159533547434
Hungary,Later stage venture,"US dollars, exchange rate converted",2017,0.17121447877115
Hungary,Later stage venture,"US dollars, exchange rate converted",2018,1.9719460241908848
Hungary,Later stage venture,"US dollars, exchange rate converted",2021,73.43172124173445
Hungary,Later stage venture,"US dollars, exchange rate converted",2022,22.019173383142533
Ireland,Later stage venture,"US dollars, exchange rate converted",2009,44.48597176653518
Ireland,Later stage venture,"US dollars, exchange rate converted",2012,50.738154775202325
Ireland,Later stage venture,"US dollars, exchange rate converted",2013,41.21692162637298
Ireland,Later stage venture,"US dollars, exchange rate converted",2017,6.364680219850868
Italy,Later stage venture,"US dollars, exchange rate converted",2009,1.417503431513463
Italy,Later stage venture,"US dollars, exchange rate converted",2010,28.094773204280653
Italy,Later stage venture,"US dollars, exchange rate converted",2011,34.782470105325075
Italy,Later stage venture,"US dollars, exchange rate converted",2012,19.85691000204384
Italy,Later stage venture,"US dollars, exchange rate converted",2013,7.061603639850936
Italy,Later stage venture,"US dollars, exchange rate converted",2014,9.099831785231377
Italy,Later stage venture,"US dollars, exchange rate converted",2015,16.150069696271512
Italy,Later stage venture,"US dollars, exchange rate converted",2016,14.920865725745893
Italy,Later stage venture,"US dollars, exchange rate converted",2017,5.191540210815
Italy,Later stage venture,"US dollars, exchange rate converted",2018,96.27785932203032
Italy,Later stage venture,"US dollars, exchange rate converted",2019,96.29551780543233
Italy,Later stage venture,"US dollars, exchange rate converted",2020,227.85152684206537
Latvia,Later stage venture,"US dollars, exchange rate converted",2014,2.121084343591751
Latvia,Later stage venture,"US dollars, exchange rate converted",2016,0.6364692872464925
Latvia,Later stage venture,"US dollars, exchange rate converted",2019,0.364948688997959
Latvia,Later stage venture,"US dollars, exchange rate converted",2021,0.8953344135537119
Latvia,Later stage venture,"US dollars, exchange rate converted",2022,2.278228614227477
Latvia,Later stage venture,"US dollars, exchange rate converted",2023,0.2162537251326057
Lithuania,Later stage venture,"US dollars, exchange rate converted",2007,2.5947390668390446
Lithuania,Later stage venture,"US dollars, exchange rate converted",2009,0.2015496303176681
Lithuania,Later stage venture,"US dollars, exchange rate converted",2011,3.0407351492826304
Lithuania,Later stage venture,"US dollars, exchange rate converted",2014,0.2310460815832743
Lithuania,Later stage venture,"US dollars, exchange rate converted",2021,9.113215143040495
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2008,38.48819986413749
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2010,0.0524586085073704
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2012,8.726991297817971
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2013,1.3174930996298906
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2016,0.3266139001527349
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2017,0.3140513664448383
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2020,1.142196105019906
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2021,0.4730961234101516
Luxembourg,Later stage venture,"US dollars, exchange rate converted",2023,31.37555015488308
Netherlands,Later stage venture,"US dollars, exchange rate converted",2008,176.477360631653
Netherlands,Later stage venture,"US dollars, exchange rate converted",2009,79.98702015474554
Netherlands,Later stage venture,"US dollars, exchange rate converted",2010,50.194549583719
Netherlands,Later stage venture,"US dollars, exchange rate converted",2011,130.92501411790613
Netherlands,Later stage venture,"US dollars, exchange rate converted",2012,119.70270709598547
Netherlands,Later stage venture,"US dollars, exchange rate converted",2014,69.93455273762828
Netherlands,Later stage venture,"US dollars, exchange rate converted",2015,35.55320900975064
Netherlands,Later stage venture,"US dollars, exchange rate converted",2016,85.52891992468099
Netherlands,Later stage venture,"US dollars, exchange rate converted",2018,75.52917360925217
Netherlands,Later stage venture,"US dollars, exchange rate converted",2019,166.90164809708477
Norway,Later stage venture,"US dollars, exchange rate converted",2007,171.90732443765177
Norway,Later stage venture,"US dollars, exchange rate converted",2008,61.88206576665453
Norway,Later stage venture,"US dollars, exchange rate converted",2009,72.42835944156816
Norway,Later stage venture,"US dollars, exchange rate converted",2010,66.15641688162832
Norway,Later stage venture,"US dollars, exchange rate converted",2015,20.17263088651789
Norway,Later stage venture,"US dollars, exchange rate converted",2021,89.2417302856765
Poland,Later stage venture,"US dollars, exchange rate converted",2010,1.6896789205707332
Poland,Later stage venture,"US dollars, exchange rate converted",2012,5.174332204106873
Poland,Later stage venture,"US dollars, exchange rate converted",2014,15.836061409682804
Poland,Later stage venture,"US dollars, exchange rate converted",2017,31.34611080312864
Poland,Later stage venture,"US dollars, exchange rate converted",2018,6.048707264016917
Poland,Later stage venture,"US dollars, exchange rate converted",2021,12.999486903599356
Portugal,Later stage venture,"US dollars, exchange rate converted",2008,23.21160988481808
Portugal,Later stage venture,"US dollars, exchange rate converted",2009,8.07007163742017
Portugal,Later stage venture,"US dollars, exchange rate converted",2010,2.2811606686538366
Portugal,Later stage venture,"US dollars, exchange rate converted",2012,0.578154902653361
Portugal,Later stage venture,"US dollars, exchange rate converted",2013,7.015119508311575
Portugal,Later stage venture,"US dollars, exchange rate converted",2014,3.201686877149016
Portugal,Later stage venture,"US dollars, exchange rate converted",2015,2.1857404026968177
Portugal,Later stage venture,"US dollars, exchange rate converted",2017,4.970597166752837
Portugal,Later stage venture,"US dollars, exchange rate converted",2018,4.151043278239011
Portugal,Later stage venture,"US dollars, exchange rate converted",2020,6.649854301464844
Portugal,Later stage venture,"US dollars, exchange rate converted",2022,9.075362742349272
Slovak Republic,Later stage venture,"US dollars, exchange rate converted",2018,0.5314295275968224
Slovak Republic,Later stage venture,"US dollars, exchange rate converted",2022,4.5491701318548525
Slovak Republic,Later stage venture,"US dollars, exchange rate converted",2023,5.406343128315142
Slovenia,Later stage venture,"US dollars, exchange rate converted",2020,0.7207600081507114
Spain,Later stage venture,"US dollars, exchange rate converted",2007,146.77345614278408
Spain,Later stage venture,"US dollars, exchange rate converted",2008,113.51714286100884
Spain,Later stage venture,"US dollars, exchange rate converted",2015,125.59998851432252
Spain,Later stage venture,"US dollars, exchange rate converted",2016,265.2089372596692
Spain,Later stage venture,"US dollars, exchange rate converted",2017,316.3833898864909
Sweden,Later stage venture,"US dollars, exchange rate converted",2011,170.7294638926112
Sweden,Later stage venture,"US dollars, exchange rate converted",2016,116.474665467315
Sweden,Later stage venture,"US dollars, exchange rate converted",2017,99.43249223561656
Sweden,Later stage venture,"US dollars, exchange rate converted",2019,71.28005394434192
Sweden,Later stage venture,"US dollars, exchange rate converted",2021,687.0977130604359
Switzerland,Later stage venture,"US dollars, exchange rate converted",2009,76.67124573737055
Switzerland,Later stage venture,"US dollars, exchange rate converted",2010,79.35327669898248
Switzerland,Later stage venture,"US dollars, exchange rate converted",2011,49.036022270727216
Switzerland,Later stage venture,"US dollars, exchange rate converted",2016,217.8500102897713
Switzerland,Later stage venture,"US dollars, exchange rate converted",2018,87.14852594380497
Switzerland,Later stage venture,"US dollars, exchange rate converted",2020,124.57231609043636
Romania,Later stage venture,"US dollars, exchange rate converted",2007,1.8186243579995625
Romania,Later stage venture,"US dollars, exchange rate converted",2016,1.1069031082547698
Romania,Later stage venture,"US dollars, exchange rate converted",2020,0.7798458126633911
Romania,Later stage venture,"US dollars, exchange rate converted",2021,1.4677807228799953
Romania,Later stage venture,"US dollars, exchange rate converted",2022,4.995136231586457
Romania,Later stage venture,"US dollars, exchange rate converted",2023,2.565850448698366
Austria,Seed,"US dollars, exchange rate converted",2011,10.290029187909642
Austria,Seed,"US dollars, exchange rate converted",2014,13.61713298372507
Austria,Seed,"US dollars, exchange rate converted",2016,2.0510914595960883
Austria,Seed,"US dollars, exchange rate converted",2017,1.6933920802187503
Austria,Seed,"US dollars, exchange rate converted",2018,2.7857653932076007
Austria,Seed,"US dollars, exchange rate converted",2019,4.40889361595706
Austria,Seed,"US dollars, exchange rate converted",2020,1.5340264788469848
Austria,Seed,"US dollars, exchange rate converted",2021,16.878378364633015
Austria,Seed,"US dollars, exchange rate converted",2022,3.0548625179182807
Austria,Seed,"US dollars, exchange rate converted",2023,8.884686982896795
Belgium,Seed,"US dollars, exchange rate converted",2008,12.894113195341564
Belgium,Seed,"US dollars, exchange rate converted",2009,8.877915670617666
Belgium,Seed,"US dollars, exchange rate converted",2010,6.653771950934855
Belgium,Seed,"US dollars, exchange rate converted",2011,0.8449168369375926
Belgium,Seed,"US dollars, exchange rate converted",2012,2.892059301939368
Belgium,Seed,"US dollars, exchange rate converted",2013,0.7012463272223611
Belgium,Seed,"US dollars, exchange rate converted",2016,13.031647776700982
Belgium,Seed,"US dollars, exchange rate converted",2017,51.889238692154095
Belgium,Seed,"US dollars, exchange rate converted",2018,44.57888325564405
Belgium,Seed,"US dollars, exchange rate converted",2019,26.570593066024166
Belgium,Seed,"US dollars, exchange rate converted",2020,28.822850409774272
Czechia,Seed,"US dollars, exchange rate converted",2016,0.9459040511591136
Czechia,Seed,"US dollars, exchange rate converted",2017,3.857849913293016
Czechia,Seed,"US dollars, exchange rate converted",2021,6.004618790143241
Czechia,Seed,"US dollars, exchange rate converted",2022,10.838155637956612
Denmark,Seed,"US dollars, exchange rate converted",2008,8.174576556263721
Denmark,Seed,"US dollars, exchange rate converted",2009,9.447279804652352
Denmark,Seed,"US dollars, exchange rate converted",2010,9.002186226098141
Denmark,Seed,"US dollars, exchange rate converted",2013,2.8765708714600606
Denmark,Seed,"US dollars, exchange rate converted",2014,2.8486510801641285
Denmark,Seed,"US dollars, exchange rate converted",2015,1.6993854252744065
Denmark,Seed,"US dollars, exchange rate converted",2018,55.02762624589667
Denmark,Seed,"US dollars, exchange rate converted",2021,35.71782295262271
Estonia,Seed,"US dollars, exchange rate converted",2011,0.2129691532972844
Estonia,Seed,"US dollars, exchange rate converted",2012,0.7652201333785373
Estonia,Seed,"US dollars, exchange rate converted",2014,5.151593895379501
Estonia,Seed,"US dollars, exchange rate converted",2015,0.1775220631631933
Estonia,Seed,"US dollars, exchange rate converted",2016,1.1069031082547698
Estonia,Seed,"US dollars, exchange rate converted",2017,1.1918136388464189
Estonia,Seed,"US dollars, exchange rate converted",2019,4.954122479421987
Estonia,Seed,"US dollars, exchange rate converted",2021,26.943451080571652
Estonia,Seed,"US dollars, exchange rate converted",2022,14.32677942184997
Finland,Seed,"US dollars, exchange rate converted",2007,22.241159183217015
Finland,Seed,"US dollars, exchange rate converted",2008,13.269155839896383
Finland,Seed,"US dollars, exchange rate converted",2009,11.838913230166856
Finland,Seed,"US dollars, exchange rate converted",2013,8.339253198161375
Finland,Seed,"US dollars, exchange rate converted",2014,10.84593349897081
Finland,Seed,"US dollars, exchange rate converted",2018,15.650516920911016
Finland,Seed,"US dollars, exchange rate converted",2019,34.72734179681434
Finland,Seed,"US dollars, exchange rate converted",2020,18.737041785188552
Finland,Seed,"US dollars, exchange rate converted",2021,44.40429356494416
France,Seed,"US dollars, exchange rate converted",2008,28.665082917957672
France,Seed,"US dollars, exchange rate converted",2009,38.53352854708165
France,Seed,"US dollars, exchange rate converted",2015,93.31804513325372
France,Seed,"US dollars, exchange rate converted",2021,264.65877102353426
Germany,Seed,"US dollars, exchange rate converted",2007,68.52139398447852
Germany,Seed,"US dollars, exchange rate converted",2009,75.3245275139663
Germany,Seed,"US dollars, exchange rate converted",2010,65.7352101822358
Germany,Seed,"US dollars, exchange rate converted",2013,56.73348410837698
Germany,Seed,"US dollars, exchange rate converted",2015,48.62507941615923
Germany,Seed,"US dollars, exchange rate converted",2022,279.1290339989917
Greece,Seed,"US dollars, exchange rate converted",2010,3.314291667132325
Greece,Seed,"US dollars, exchange rate converted",2016,1.3339621428510708
Greece,Seed,"US dollars, exchange rate converted",2018,7.63394973529318
Greece,Seed,"US dollars, exchange rate converted",2020,5.451245130818004
Greece,Seed,"US dollars, exchange rate converted",2021,3.3814545420740587
Hungary,Seed,"US dollars, exchange rate converted",2014,3.746544901599276
Hungary,Seed,"US dollars, exchange rate converted",2015,4.654772732815249
Hungary,Seed,"US dollars, exchange rate converted",2016,7.993401174982076
Hungary,Seed,"US dollars, exchange rate converted",2017,22.32427360286087
Hungary,Seed,"US dollars, exchange rate converted",2018,23.558330006092422
Hungary,Seed,"US dollars, exchange rate converted",2019,33.75409305067617
Hungary,Seed,"US dollars, exchange rate converted",2020,48.37091996129326
Hungary,Seed,"US dollars, exchange rate converted",2022,14.332823921052944
Hungary,Seed,"US dollars, exchange rate converted",2023,6.902007954763527
Ireland,Seed,"US dollars, exchange rate converted",2008,1.176604375073942
Ireland,Seed,"US dollars, exchange rate converted",2013,1.4277268972803754
Ireland,Seed,"US dollars, exchange rate converted",2014,0.4184777453535021
Ireland,Seed,"US dollars, exchange rate converted",2015,1.16549891544005
Ireland,Seed,"US dollars, exchange rate converted",2021,3.883468666027656
Italy,Seed,"US dollars, exchange rate converted",2008,13.87951935946599
Italy,Seed,"US dollars, exchange rate converted",2010,2.9276331440779995
Italy,Seed,"US dollars, exchange rate converted",2011,8.333636083600275
Italy,Seed,"US dollars, exchange rate converted",2012,15.28599164589292
Italy,Seed,"US dollars, exchange rate converted",2013,13.87953746217254
Italy,Seed,"US dollars, exchange rate converted",2015,4.899608943304136
Italy,Seed,"US dollars, exchange rate converted",2016,6.4200380278776645
Italy,Seed,"US dollars, exchange rate converted",2017,4.73924975907572
Italy,Seed,"US dollars, exchange rate converted",2018,10.203021786236912
Italy,Seed,"US dollars, exchange rate converted",2019,29.46264350515707
Italy,Seed,"US dollars, exchange rate converted",2021,65.77471962135657
Latvia,Seed,"US dollars, exchange rate converted",2014,1.8731860982490096
Latvia,Seed,"US dollars, exchange rate converted",2016,2.169530092179349
Latvia,Seed,"US dollars, exchange rate converted",2017,0.6851290385664227
Latvia,Seed,"US dollars, exchange rate converted",2021,1.0265003137691764
Latvia,Seed,"US dollars, exchange rate converted",2022,2.285115552343757
Latvia,Seed,"US dollars, exchange rate converted",2023,1.0947844834838163
Lithuania,Seed,"US dollars, exchange rate converted",2012,0.7711658595412588
Lithuania,Seed,"US dollars, exchange rate converted",2014,2.329714655964682
Lithuania,Seed,"US dollars, exchange rate converted",2015,1.88235519675092
Lithuania,Seed,"US dollars, exchange rate converted",2016,0.2655239176081542
Lithuania,Seed,"US dollars, exchange rate converted",2018,1.992943395303488
Lithuania,Seed,"US dollars, exchange rate converted",2020,5.9514584930504215
Lithuania,Seed,"US dollars, exchange rate converted",2021,13.056151991780808
Lithuania,Seed,"US dollars, exchange rate converted",2022,1.6679026825097834
Lithuania,Seed,"US dollars, exchange rate converted",2023,9.53678927834791
Luxembourg,Seed,"US dollars, exchange rate converted",2011,0.1391955250309048
Luxembourg,Seed,"US dollars, exchange rate converted",2020,0.7995372735139343
Luxembourg,Seed,"US dollars, exchange rate converted",2021,1.7741104627880684
Netherlands,Seed,"US dollars, exchange rate converted",2007,11.180921739673858
Netherlands,Seed,"US dollars, exchange rate converted",2008,11.243940266855049
Netherlands,Seed,"US dollars, exchange rate converted",2010,2.481675314515342
Netherlands,Seed,"US dollars, exchange rate converted",2011,7.963626538963124
Netherlands,Seed,"US dollars, exchange rate converted",2013,14.379215313859792
Netherlands,Seed,"US dollars, exchange rate converted",2015,16.405257662068603
Netherlands,Seed,"US dollars, exchange rate converted",2016,17.26861828738534
Netherlands,Seed,"US dollars, exchange rate converted",2018,35.72129931874159
Netherlands,Seed,"US dollars, exchange rate converted",2020,38.97337586567043
Netherlands,Seed,"US dollars, exchange rate converted",2022,79.06484015379776
Norway,Seed,"US dollars, exchange rate converted",2011,0.3706498440522935
Norway,Seed,"US dollars, exchange rate converted",2015,1.4685179821306735
Norway,Seed,"US dollars, exchange rate converted",2016,0.800279878237116
Norway,Seed,"US dollars, exchange rate converted",2017,8.699618238933013
Norway,Seed,"US dollars, exchange rate converted",2019,13.787336070030562
Norway,Seed,"US dollars, exchange rate converted",2020,21.30648045519713
Norway,Seed,"US dollars, exchange rate converted",2021,39.15235887974338
Poland,Seed,"US dollars, exchange rate converted",2008,5.98495993691518
Poland,Seed,"US dollars, exchange rate converted",2013,2.249831966505075
Poland,Seed,"US dollars, exchange rate converted",2014,3.5298265695373177
Poland,Seed,"US dollars, exchange rate converted",2018,5.214953382942791
Poland,Seed,"US dollars, exchange rate converted",2021,15.355659354422018
Portugal,Seed,"US dollars, exchange rate converted",2009,0.0669495564382668
Portugal,Seed,"US dollars, exchange rate converted",2013,9.254326530464796
Portugal,Seed,"US dollars, exchange rate converted",2014,7.681431358623206
Portugal,Seed,"US dollars, exchange rate converted",2015,5.133716164100597
Portugal,Seed,"US dollars, exchange rate converted",2016,3.5400864517893225
Portugal,Seed,"US dollars, exchange rate converted",2017,1.9972763160952307
Portugal,Seed,"US dollars, exchange rate converted",2018,4.056259869605853
Portugal,Seed,"US dollars, exchange rate converted",2019,9.59099707855216
Portugal,Seed,"US dollars, exchange rate converted",2020,8.010563943336107
Portugal,Seed,"US dollars, exchange rate converted",2021,10.114203748354775
Portugal,Seed,"US dollars, exchange rate converted",2022,26.57571485548882
Slovak Republic,Seed,"US dollars, exchange rate converted",2015,1.930552436899727
Slovak Republic,Seed,"US dollars, exchange rate converted",2016,3.253509237062162
Slovak Republic,Seed,"US dollars, exchange rate converted",2020,5.672145857528855
Slovak Republic,Seed,"US dollars, exchange rate converted",2021,1.3010143393779168
Slovak Republic,Seed,"US dollars, exchange rate converted",2022,4.586026834312011
Slovenia,Seed,"US dollars, exchange rate converted",2015,0.2219025789539916
Slovenia,Seed,"US dollars, exchange rate converted",2019,0.0279868626532177
Slovenia,Seed,"US dollars, exchange rate converted",2020,0.0571098052509953
Slovenia,Seed,"US dollars, exchange rate converted",2021,0.0863400425223526
Slovenia,Seed,"US dollars, exchange rate converted",2023,0.5406343128315143
Spain,Seed,"US dollars, exchange rate converted",2008,27.379480855087817
Spain,Seed,"US dollars, exchange rate converted",2009,28.765992749641992
Spain,Seed,"US dollars, exchange rate converted",2014,16.25586765581521
Spain,Seed,"US dollars, exchange rate converted",2017,22.345500312125257
Spain,Seed,"US dollars, exchange rate converted",2021,58.61533233098458
Spain,Seed,"US dollars, exchange rate converted",2022,43.6367666667983
Sweden,Seed,"US dollars, exchange rate converted",2009,3.253051051686871
Sweden,Seed,"US dollars, exchange rate converted",2010,5.7882380534799145
Sweden,Seed,"US dollars, exchange rate converted",2013,6.623988744358951
Sweden,Seed,"US dollars, exchange rate converted",2015,2.101705896046941
Switzerland,Seed,"US dollars, exchange rate converted",2007,15.865243087171722
Switzerland,Seed,"US dollars, exchange rate converted",2008,25.369340525602116
Switzerland,Seed,"US dollars, exchange rate converted",2010,8.900185585750478
Switzerland,Seed,"US dollars, exchange rate converted",2013,10.777890425798894
Switzerland,Seed,"US dollars, exchange rate converted",2014,4.646564324280663
Switzerland,Seed,"US dollars, exchange rate converted",2017,14.247798796462533
Switzerland,Seed,"US dollars, exchange rate converted",2019,24.1884296801977
Switzerland,Seed,"US dollars, exchange rate converted",2022,59.16939208818229
Romania,Seed,"US dollars, exchange rate converted",2019,1.1174706467627382
Romania,Seed,"US dollars, exchange rate converted",2020,2.374054604283875
Romania,Seed,"US dollars, exchange rate converted",2022,13.515868784874009
Romania,Seed,"US dollars, exchange rate converted",2023,5.883074465369972
Austria,Later stage venture,"US dollars, exchange rate converted",2012,10.356822816284508
Austria,Later stage venture,"US dollars, exchange rate converted",2016,28.862509616774204
Austria,Later stage venture,"US dollars, exchange rate converted",2018,65.76249089380742
Austria,Later stage venture,"US dollars, exchange rate converted",2021,753.103362727032
Austria,Later stage venture,"US dollars, exchange rate converted",2022,97.41822484957846
Austria,Later stage venture,"US dollars, exchange rate converted",2023,10.49888047609036
Austria,Later stage venture,"US dollars, exchange rate converted",2024,111.74604150463657
Austria,Later stage venture,"US dollars, exchange rate converted",2025,40.7641416033394
Belgium,Later stage venture,"US dollars, exchange rate converted",2008,86.53476598250847
Belgium,Later stage venture,"US dollars, exchange rate converted",2009,91.29233147227514
Belgium,Later stage venture,"US dollars, exchange rate converted",2020,181.0775569430446
Belgium,Later stage venture,"US dollars, exchange rate converted",2022,215.8464865690217
Belgium,Later stage venture,"US dollars, exchange rate converted",2023,197.90972176838977
Belgium,Later stage venture,"US dollars, exchange rate converted",2024,237.1798663595665
Belgium,Later stage venture,"US dollars, exchange rate converted",2025,137.63985575268086
Canada,Later stage venture,"US dollars, exchange rate converted",2013,636.3288583184665
Canada,Later stage venture,"US dollars, exchange rate converted",2014,639.8072773449966
Canada,Later stage venture,"US dollars, exchange rate converted",2015,540.1757944369434
Canada,Later stage venture,"US dollars, exchange rate converted",2016,943.0825152904785
Canada,Later stage venture,"US dollars, exchange rate converted",2017,1035.6313961125277
Canada,Later stage venture,"US dollars, exchange rate converted",2018,1137.3752638227504
Canada,Later stage venture,"US dollars, exchange rate converted",2020,1349.580133930606
Canada,Later stage venture,"US dollars, exchange rate converted",2021,3590.7790070939177
Canada,Later stage venture,"US dollars, exchange rate converted",2022,3310.28168011708
Canada,Later stage venture,"US dollars, exchange rate converted",2023,1771.8440853152847
Canada,Later stage venture,"US dollars, exchange rate converted",2024,1633.56003221856
Canada,Later stage venture,"US dollars, exchange rate converted",2025,2069.7968521206044
Czechia,Later stage venture,"US dollars, exchange rate converted",2020,5.025160295801368
Czechia,Later stage venture,"US dollars, exchange rate converted",2023,50.70857911830675
Czechia,Later stage venture,"US dollars, exchange rate converted",2024,9.495723812440568
Czechia,Later stage venture,"US dollars, exchange rate converted",2025,27.6506873190219
Denmark,Later stage venture,"US dollars, exchange rate converted",2007,86.62139338146804
Denmark,Later stage venture,"US dollars, exchange rate converted",2008,156.86385104847508
Denmark,Later stage venture,"US dollars, exchange rate converted",2009,31.466696012888903
Denmark,Later stage venture,"US dollars, exchange rate converted",2011,116.48812752648564
Denmark,Later stage venture,"US dollars, exchange rate converted",2012,33.46007259672686
Denmark,Later stage venture,"US dollars, exchange rate converted",2013,11.81488499453983
Denmark,Later stage venture,"US dollars, exchange rate converted",2016,39.93202773668943
Denmark,Later stage venture,"US dollars, exchange rate converted",2017,56.525551902630944
Denmark,Later stage venture,"US dollars, exchange rate converted",2021,433.2004004190958
Denmark,Later stage venture,"US dollars, exchange rate converted",2024,109.36155734200048
Denmark,Later stage venture,"US dollars, exchange rate converted",2025,111.04909261450256
Estonia,Later stage venture,"US dollars, exchange rate converted",2013,3.984261163682155
Estonia,Later stage venture,"US dollars, exchange rate converted",2018,31.37846902876542
Estonia,Later stage venture,"US dollars, exchange rate converted",2023,16.17328090939352
Estonia,Later stage venture,"US dollars, exchange rate converted",2024,35.046397050383355
Estonia,Later stage venture,"US dollars, exchange rate converted",2025,124.90946575120554
Finland,Later stage venture,"US dollars, exchange rate converted",2008,112.60878957589706
Finland,Later stage venture,"US dollars, exchange rate converted",2011,45.920436673065474
Finland,Later stage venture,"US dollars, exchange rate converted",2016,47.16013824068632
Finland,Later stage venture,"US dollars, exchange rate converted",2019,157.4664258960604
Finland,Later stage venture,"US dollars, exchange rate converted",2021,223.2398086165316
Finland,Later stage venture,"US dollars, exchange rate converted",2022,123.1281862948352
Finland,Later stage venture,"US dollars, exchange rate converted",2024,101.0856763127151
Finland,Later stage venture,"US dollars, exchange rate converted",2025,107.1642105955897
France,Later stage venture,"US dollars, exchange rate converted",2007,765.3800527469588
France,Later stage venture,"US dollars, exchange rate converted",2008,585.519224038826
France,Later stage venture,"US dollars, exchange rate converted",2009,412.95943958757954
France,Later stage venture,"US dollars, exchange rate converted",2010,430.79612507335895
France,Later stage venture,"US dollars, exchange rate converted",2011,465.5878874281246
France,Later stage venture,"US dollars, exchange rate converted",2012,370.8657748897099
France,Later stage venture,"US dollars, exchange rate converted",2013,502.63999320428434
France,Later stage venture,"US dollars, exchange rate converted",2014,357.36755976460034
France,Later stage venture,"US dollars, exchange rate converted",2015,410.7168982208972
France,Later stage venture,"US dollars, exchange rate converted",2016,332.1659490392424
France,Later stage venture,"US dollars, exchange rate converted",2017,545.0775944672995
France,Later stage venture,"US dollars, exchange rate converted",2018,630.7064917435266
France,Later stage venture,"US dollars, exchange rate converted",2020,649.557022084589
France,Later stage venture,"US dollars, exchange rate converted",2021,1794.5497647091795
France,Later stage venture,"US dollars, exchange rate converted",2022,2014.6987477935236
France,Later stage venture,"US dollars, exchange rate converted",2023,826.371030235773
France,Later stage venture,"US dollars, exchange rate converted",2024,1716.2722535393978
France,Later stage venture,"US dollars, exchange rate converted",2025,1239.6005392098723
Germany,Later stage venture,"US dollars, exchange rate converted",2007,580.5373068790858
Germany,Later stage venture,"US dollars, exchange rate converted",2008,940.9941877508764
Germany,Later stage venture,"US dollars, exchange rate converted",2009,395.5877452742316
Germany,Later stage venture,"US dollars, exchange rate converted",2011,424.0799488985388
Germany,Later stage venture,"US dollars, exchange rate converted",2012,288.23451432649733
Germany,Later stage venture,"US dollars, exchange rate converted",2013,378.30959047851985
Germany,Later stage venture,"US dollars, exchange rate converted",2015,410.32374232663545
Germany,Later stage venture,"US dollars, exchange rate converted",2016,795.9097694205697
Germany,Later stage venture,"US dollars, exchange rate converted",2017,503.7682492509565
Germany,Later stage venture,"US dollars, exchange rate converted",2018,621.7890806513631
